1,1,34,3,5,1450000,647,209,2
0,1,40,1,5,2100000,672,141,2
1,1,32,3,4,1500000,478,310,1
0,1,30,2,5,1390000,671,254,2
1,1,40,3,3,1584000,727,-96,2
1,1,32,3,5,1780000,597,371,4
0,1,31,4,4,1700000,594,373,4
1,1,31,1,5,1700000,574,546,5
1,1,31,3,5,1650000,538,457,5
1,1,30,3,5,1550000,691,199,2
0,1,30,3,5,1700000,642,217,2
0,1,22,5,9,1170000,444,317,1
0,1,32,1,9,2350000,668,185,2
1,1,36,3,8,2150000,668,149,2
1,1,42,2,16,2200000,635,217,2
1,1,50,3,3,1790000,312,576,1
1,1,33,5,9,1700000,657,237,2
0,1,33,7,9,1700000,451,337,1
0,1,30,5,5,1400000,659,213,2
1,1,30,4,5,1670000,571,544,5
0,1,30,3,9,1800000,470,567,5
1,1,38,5,8,1900000,605,358,4
1,1,40,13,18,1950000,623,368,4
1,1,40,15,17,1950000,623,368,4
0,1,30,4,5,1550000,689,223,2
1,1,22,6,9,915000,608,90,1
1,1,38,2,17,1748000,618,459,6
1,1,31,1,5,1078000,518,159,1
1,1,40,1,3,1890000,514,454,5
0,1,48,8,10,2380000,695,201,2
1,1,33,5,9,1700000,657,237,2
1,1,43,8,9,2280000,559,458,6
1,1,47,3,16,2149580,695,199,2
0,1,38,4,17,1850000,695,150,2
1,1,44,3,5,2756000,550,449,6
1,1,30,2,3,899000,518,159,1
1,1,40,7,17,2195000,672,192,2
0,1,30,4,9,1500000,451,325,1
1,1,30,2,5,1450000,678,212,2
1,1,38,2,4,1520000,406,305,1
1,1,39,13,17,1730000,695,150,2
0,1,32,2,2,850000,173,638,5
0,1,33,1,5,2390000,563,386,6
0,1,44,6,10,2450000,670,200,2
1,1,43,7,12,2055000,586,351,4
1,1,43,7,8,1430000,683,125,2
1,1,39,7,17,1716880,550,524,5
1,1,35,6,12,2450000,562,403,3
0,1,31,2,3,2500000,552,404,3
0,1,33,3,5,1700000,480,548,5
1,1,35,2,3,1047600,410,369,1
1,1,37,3,4,1650000,706,93,2
0,1,30,5,5,1480000,703,208,2
0,1,44,1,3,1750000,414,492,3
1,1,30,5,5,1445000,620,362,4
1,1,22,2,3,774000,412,492,
1,1,33,1,9,1470000,677,168,2
1,1,31,3,4,1600000,620,350,4
1,1,30,3,4,1350000,473,565,5
1,1,33,6,9,1585000,648,195,2
1,1,47,7,9,2350000,517,513,5
1,1,36,3,3,1710000,443,371,1
1,1,31,2,5,1600000,603,361,4
1,1,35,5,9,1900000,590,526,6
1,1,36,6,9,1850000,514,514,5
0,1,30,2,5,1520000,688,228,2
1,1,40,5,11,2100000,610,454,6
1,1,43,2,3,1882320,457,460,1
1,1,15,1,9,920000,446,345,1
1,1,37,9,12,2050000,587,353,4
1,1,35,3,3,1350000,601,534,1
1,1,38,8,12,2198000,586,351,4
1,1,15,2,4,900000,569,391,3
0,1,30,3,9,1550000,703,210,2
1,1,48,4,10,1570000,612,89,1
0,1,33,3,5,1700000,681,110,2
1,1,32,3,5,1450000,694,191,2
1,1,30,5,5,1520000,453,326,1
1,1,40,1,3,1550000,687,344,3
1,1,44,10,17,2245000,653,180,2
1,1,32,3,4,1740000,512,494,5
1,1,36,3,3,1300000,521,309,1
1,1,24,1,5,1499000,571,396,3
0,1,33,7,9,2570000,562,418,3
1,1,35,8,9,1800000,598,468,6
1,1,37,3,4,1650000,992,-367,2
1,1,43,7,10,1906380,423,314,1
1,1,42,3,17,2200000,543,509,5
0,1,36,3,3,1650000,704,97,2
1,1,32,1,5,1500000,622,454,6
1,1,40,3,3,950000,-36,235,5
0,1,30,4,10,1300000,480,299,1
1,1,41,2,3,1750000,456,375,1
1,1,30,3,9,1420000,444,313,1
1,1,42,14,16,2030400,554,514,5
1,1,34,2,8,1800000,664,183,2
1,1,33,9,10,1600000,485,553,5
1,1,43,14,16,1853720,682,163,2
0,1,31,5,5,1400000,559,538,5
1,1,37,3,5,2050000,466,635,5
1,1,32,1,5,1650000,559,509,5
0,1,39,1,9,2000000,440,320,1
1,1,35,3,3,1350000,592,541,1
1,1,41,5,15,2250000,505,517,5
0,1,45,3,9,2600000,437,351,1
1,1,42,4,8,2170000,485,543,5
0,1,32,1,5,1320000,563,529,5
1,1,32,5,5,1250000,961,-378,
0,1,40,9,14,1800000,541,563,5
0,1,23,8,9,1100000,479,302,1
1,1,34,4,5,2000000,564,564,5
1,1,39,3,9,1792580,679,148,2
1,1,32,1,4,1330000,606,350,4
1,1,37,2,8,1950000,605,358,4
1,1,36,3,9,2750000,569,511,6
0,1,41,5,8,3450000,577,392,3
0,1,30,1,5,1600000,599,516,5
1,1,33,1,3,1328000,447,452,1
1,1,41,6,14,2250000,505,517,5
1,1,35,3,8,1900000,664,183,2
1,1,43,1,4,2300000,413,369,1
0,1,35,1,3,1500000,767,-101,2
1,1,30,3,5,1600000,683,201,2
1,1,38,1,3,1500000,604,606,5
1,1,40,4,10,2250000,552,519,5
1,1,30,1,9,1180000,703,210,2
1,1,38,2,3,2600000,429,299,1
1,1,44,2,9,4428000,554,380,4
1,1,38,7,9,1650000,473,575,5
1,1,36,2,4,1550000,593,467,6
0,1,32,1,5,2650000,557,364,4
0,1,39,11,12,1900000,473,575,5
1,1,39,3,6,2006340,531,439,5
1,1,30,1,9,1350000,470,567,5
1,1,34,3,3,1450000,613,69,1
1,1,19,1,4,1500000,571,396,3
1,1,44,1,4,1850000,652,204,2
1,1,30,3,12,1490000,656,179,2
1,1,33,8,9,1460000,414,658,5
1,1,31,2,5,1700000,582,543,5
1,1,34,1,9,1550000,560,552,5
1,1,32,2,4,1310000,416,443,1
0,1,30,5,5,1280000,618,345,4
1,1,32,4,5,1340000,687,226,2
0,1,31,4,5,1300000,647,188,2
1,1,43,4,12,2500000,586,351,4
1,1,42,13,14,2000000,467,574,5
1,1,31,4,5,1350000,646,215,2
1,1,43,12,17,1440000,450,342,1
0,1,60,11,17,1800000,471,585,5
1,1,29,4,5,1670000,624,358,4
0,1,18,1,1,500000,493,350,1
1,1,31,2,9,1490000,631,215,2
0,1,21,4,9,1300000,703,210,2
1,1,31,1,5,1350000,598,97,1
1,1,38,6,12,1560000,694,166,2
0,1,9,1,3,1250000,589,622,5
0,1,30,3,9,1950000,563,381,3
1,1,31,5,5,1490000,577,552,5
0,1,32,1,5,1660000,559,510,5
1,1,39,5,9,1780000,624,460,6
1,1,45,3,3,2000000,520,456,5
1,1,41,10,10,2000000,421,320,1
1,1,23,5,9,1100000,691,226,2
1,1,36,2,3,1630000,419,333,1
1,1,44,2,9,2898060,554,380,4
1,1,38,7,9,1800000,444,358,1
1,1,34,4,9,1900000,579,401,3
1,1,54,3,5,2484000,411,366,1
1,1,38,3,4,1490000,412,358,1
1,1,37,5,11,1609000,521,396,2
0,1,33,9,9,1600000,652,232,2
1,1,31,1,5,1230000,650,191,2
1,1,35,1,3,2100000,501,362,1
1,1,31,5,5,1350000,633,354,4
1,1,36,10,12,2085000,586,351,4
1,1,30,4,5,1500000,602,515,6
1,1,32,5,5,1650000,569,399,3
1,1,35,3,3,1125000,590,620,5
1,1,42,5,19,1750000,484,551,5
1,1,37,4,17,1900000,637,185,2
0,1,32,1,5,1200000,638,181,2
1,1,52,3,3,2400000,452,352,1
1,1,40,2,10,1800000,690,160,2
1,1,32,9,9,1550000,454,320,1
1,1,32,3,5,1370000,627,210,3
1,1,30,1,10,1350000,671,178,2
1,1,34,8,9,1790000,463,633,5
1,1,36,2,4,1560000,698,85,2
1,1,30,3,3,1370000,611,348,4
1,1,42,1,3,1650000,448,392,1
0,1,30,1,5,1200000,609,458,6
1,1,35,2,4,1350000,449,378,1
1,1,23,5,9,1150000,691,226,2
1,1,45,3,17,2350000,623,368,4
0,1,30,5,9,1490000,452,352,1
1,1,33,2,5,1320000,479,309,1
1,1,38,2,9,1820000,672,163,2
1,1,43,4,17,1990000,635,217,2
1,1,33,2,3,1685000,684,111,2
1,1,34,9,12,1900000,579,555,5
1,1,43,1,4,1930000,698,85,2
0,1,9,3,3,1200000,589,622,5
1,1,38,2,17,1748000,618,459,6
1,1,39,3,12,2070000,540,476,5
1,1,37,3,9,1740000,683,174,2
0,1,8,1,10,930000,607,93,1
1,1,30,5,5,1300000,666,223,2
1,1,23,2,3,695000,755,118,2
0,1,40,2,5,1800000,671,142,2
1,1,36,9,9,1700000,598,468,6
0,1,31,1,5,1300000,595,346,4
0,1,19,4,5,1100000,602,512,6
1,1,33,3,3,1080000,518,159,1
0,1,40,1,10,1690000,408,446,1
1,1,37,6,9,1850000,669,179,2
1,1,30,5,5,1649000,473,624,5
0,1,44,1,5,3050000,449,328,1
1,1,30,3,9,1250000,652,191,2
1,1,32,3,5,1760000,437,313,1
1,1,32,1,5,1450000,477,613,5
1,1,32,1,3,1600000,465,642,5
1,1,48,4,7,2180000,670,149,2
0,1,30,5,9,1650000,451,325,1
1,1,30,7,9,1299000,444,313,1
1,1,30,3,3,1010000,518,159,1
1,1,32,2,3,1020000,518,159,1
1,1,36,3,4,1560000,698,85,2
1,1,40,3,5,1850000,592,545,6
0,1,31,2,5,1500000,625,72,1
1,1,32,9,9,1350000,684,191,2
1,1,38,6,18,1600000,592,536,6
0,1,37,5,5,2500000,562,374,3
1,1,40,8,8,1390000,480,295,1
0,1,35,2,9,2300000,549,569,5
1,1,31,5,5,2090000,543,367,3
0,1,45,3,9,2050000,677,138,2
0,1,30,1,5,2100000,560,379,3
1,1,44,7,9,1816300,675,139,2
1,1,44,6,9,2290000,503,519,5
1,1,32,1,9,1290000,666,242,2
1,1,38,2,4,1800000,477,344,1
1,1,30,4,9,1380000,445,333,1
0,1,35,7,12,2000000,557,500,5
1,1,36,3,10,1789000,598,468,5
1,1,29,2,3,1000050,787,283,2
1,1,25,6,8,1290000,666,181,2
0,1,38,1,9,1950000,481,566,5
1,1,30,1,5,1550000,578,376,4
1,1,31,2,5,1350000,647,223,2
1,1,30,5,9,1580000,475,556,5
1,1,38,5,9,1700000,675,193,2
1,1,43,7,17,1820000,688,152,2
0,1,31,8,9,1400000,613,463,6
1,1,42,6,10,3200000,582,371,4
1,1,38,3,9,1700000,675,194,2
1,1,36,2,4,1368000,438,449,1
1,1,22,1,9,1070000,607,89,1
0,1,32,5,5,1370000,620,456,6
1,1,39,2,5,1800000,671,142,2
1,1,40,3,9,1950000,428,317,1
1,1,43,4,17,1834000,686,150,2
1,1,36,1,9,2100000,469,629,3
1,1,47,6,9,2000000,489,591,5
1,1,29,3,5,1630000,623,360,4
1,1,39,3,5,1880500,426,319,1
0,1,30,1,5,1350000,692,163,2
0,1,22,5,9,1100000,696,219,2
1,1,35,1,5,1690000,711,806,6
1,1,36,4,9,1850000,464,639,5
1,1,22,8,9,1030000,652,191,2
1,1,30,3,5,1500000,577,402,3
1,1,42,9,15,2220000,656,179,2
1,1,34,5,20,1400000,554,521,5
1,1,30,8,20,1259110,554,521,5
1,1,31,6,20,1267000,554,521,5
1,1,32,1,9,1350000,677,215,2
1,1,29,10,20,1229000,554,521,5
1,1,36,1,5,1900000,441,357,1
1,1,36,9,9,1600000,652,218,2
1,1,33,7,9,1180000,660,238,2
1,1,36,4,9,2030000,464,639,5
1,1,38,3,10,1900000,673,158,2
1,1,47,6,9,2000000,489,591,5
1,1,31,4,5,3000000,529,361,3
1,1,33,2,5,1630000,568,535,5
1,1,36,12,12,1650000,568,538,5
1,1,22,5,9,1100000,444,313,1
0,1,33,1,3,1950000,501,362,1
1,1,23,5,5,999000,601,513,6
1,1,37,2,9,2150000,464,639,5
1,1,38,9,19,1780000,556,536,5
0,1,33,4,5,1650000,526,213,1
1,1,38,8,9,1690000,438,327,1
0,1,18,1,3,1700000,696,50,2
1,1,29,16,17,1590000,623,367,4
0,1,42,11,11,2700000,582,371,4
0,1,31,1,5,1750000,578,380,4
0,1,36,3,9,1950000,689,204,2
1,1,44,6,8,2150000,556,456,6
1,1,37,5,9,1800000,460,630,5
0,1,56,4,5,3980000,558,452,6
0,1,35,10,12,1700000,447,339,1
1,1,39,7,17,1716880,550,524,5
1,1,42,6,18,2052000,591,537,6
1,1,37,5,17,1636360,550,524,5
1,1,43,6,10,2170000,560,547,5
1,1,39,5,18,1887360,591,537,6
1,1,43,3,10,2075520,560,549,5
1,1,38,2,12,2033000,540,476,5
1,1,32,2,4,1550000,446,426,1
1,1,44,12,17,1934000,550,524,5
1,1,32,6,18,1700000,591,537,6
1,1,36,9,10,1700000,674,176,2
1,1,44,2,3,2431000,510,356,1
1,1,39,5,6,1550000,683,125,2
1,1,29,4,17,1500000,623,367,3
0,1,32,7,9,1800000,597,346,4
1,1,42,3,9,2250000,548,484,5
0,1,38,4,4,2300000,559,377,5
1,1,31,2,5,1300000,624,358,4
1,1,34,6,8,1720000,469,629,3
1,1,43,6,16,2060000,557,542,5
1,1,40,1,10,1650000,677,178,2
1,1,38,4,8,1740000,603,348,4
1,1,42,3,10,1900000,413,450,1
1,1,44,9,18,2480000,552,349,3
1,1,35,2,4,2900000,539,393,3
1,1,33,1,3,1650000,415,490,1
1,1,47,2,3,2400000,621,458,6
1,1,45,5,9,2500000,441,353,1
1,1,51,3,3,1849000,438,386,1
1,1,13,4,5,800000,601,513,5
0,1,34,1,5,1950000,555,497,5
1,1,33,1,9,2100000,568,411,3
1,1,36,3,12,2350000,590,346,4
1,1,30,2,5,1745000,558,505,5
1,1,37,4,5,1850000,518,159,1
0,1,22,3,9,1250000,451,325,1
1,1,36,9,12,1850000,557,498,5
0,1,30,4,9,1400000,652,191,2
1,1,33,9,9,1490000,657,237,2
1,1,37,2,17,1730000,564,562,5
1,1,31,10,12,1495600,659,175,2
1,1,49,3,10,3817500,543,369,3
1,1,40,8,10,1730000,674,129,3
1,1,31,4,5,1500000,657,230,2
1,1,38,9,9,1800000,438,319,1
1,1,34,4,9,1690000,672,210,2
1,1,33,4,4,1400000,416,443,1
1,1,38,11,12,2130000,540,476,3
1,1,39,1,9,1580000,685,187,2
1,1,30,5,5,1400000,631,219,2
1,1,33,2,3,1450000,444,454,1
1,1,40,3,8,1906650,603,348,4
1,1,43,3,4,1867000,454,375,1
1,1,44,11,14,2001000,695,199,2
0,1,40,9,15,2250000,500,527,5
1,1,31,1,5,1250000,606,460,6
1,1,42,4,17,1976350,635,216,2
1,1,34,2,12,1766450,689,201,2
1,1,31,3,5,1400000,697,218,2
1,1,51,1,7,4800000,539,391,3
1,1,24,2,2,890000,581,374,4
1,1,41,2,6,1900000,535,448,5
1,1,22,9,10,900000,608,90,1
1,1,47,5,5,2575000,485,595,5
1,1,33,4,5,1670000,612,459,6
0,1,38,1,3,1750000,603,610,5
0,1,33,1,9,1380000,679,170,2
1,1,38,7,19,1734750,649,189,2
1,1,49,2,5,2721950,599,458,6
1,1,31,1,9,2100000,568,411,3
1,1,33,3,4,1400000,652,204,2
0,1,22,8,9,1080000,480,301,1
1,1,23,3,9,1290000,444,313,1
1,1,30,5,5,1700000,569,398,3
1,1,30,4,4,1320000,665,429,6
1,1,36,5,10,1376310,675,122,2
1,1,31,1,5,1400000,497,481,5
1,1,38,1,4,1900000,675,119,2
0,1,32,5,5,2000000,583,381,4
1,1,40,2,3,2500000,502,364,1
1,1,37,1,17,1650000,695,150,2
0,1,48,2,14,3300000,583,376,4
1,1,38,3,3,1700000,370,381,1
1,1,38,10,15,1743000,618,458,6
0,1,32,4,5,1799999,615,460,6
1,1,34,3,9,1750000,684,175,2
0,1,45,3,4,2100000,695,338,2
0,1,22,6,9,1100000,444,313,1
0,1,34,5,5,1470000,474,625,5
1,1,43,1,4,1870000,453,376,1
0,1,42,1,2,1500000,505,494,5
0,1,33,1,3,1200000,528,408,1
0,1,37,1,3,2100000,414,492,1
0,1,29,5,9,1450000,450,339,1
1,1,30,3,5,1350000,632,218,2
1,1,30,3,9,1649000,681,173,2
0,1,31,5,5,1350000,633,354,4
1,1,42,1,3,1596000,503,327,1
1,1,32,9,9,1490000,456,312,1
1,1,36,2,3,1600000,419,333,1
1,1,40,2,9,1860000,551,452,3
0,1,38,9,10,2500000,442,306,1
0,1,36,11,18,1950000,636,208,2
1,1,45,1,3,1750000,651,208,2
0,1,31,1,9,1750000,462,317,1
1,1,30,2,10,1300000,637,185,2
1,1,31,5,5,1600000,569,530,5
1,1,35,3,4,1395508,512,493,5
1,1,31,3,5,1350000,647,188,2
1,1,36,11,12,1700000,554,559,5
1,1,36,2,3,1630000,419,333,1
1,1,45,2,5,2759000,551,449,6
1,1,33,1,4,1400000,446,426,1
0,1,41,8,10,2150000,421,321,1
0,1,50,2,10,2200000,439,357,1
1,1,45,2,9,1900000,679,145,2
1,1,24,9,9,1250000,444,317,1
0,1,41,3,10,2390000,499,529,5
1,1,45,11,11,3700000,582,371,3
1,1,30,7,9,2100000,470,567,5
0,1,30,8,9,1550000,444,317,1
1,1,42,7,9,2042320,557,456,6
0,1,41,4,5,2550000,551,444,6
1,1,33,1,9,1550000,674,176,4
1,1,31,5,5,1650000,681,241,2
0,1,47,8,9,2500000,432,298,1
1,1,33,10,10,1700000,438,360,1
1,1,40,2,10,1460000,480,295,1
1,1,43,5,17,1700000,484,551,5
0,1,33,2,3,1600000,608,349,4
1,1,30,2,5,2300000,576,400,3
1,1,30,10,10,1750000,674,176,2
1,1,32,5,5,1450000,450,452,1
0,1,38,6,9,2000000,560,518,5
1,1,38,9,10,2200000,449,348,1
0,1,32,2,5,2600000,529,361,3
0,1,31,5,5,1600000,564,528,5
1,1,44,4,18,2050000,688,152,2
1,1,33,7,9,1820000,660,222,2
1,1,43,11,17,2439600,504,516,5
1,1,41,7,10,1800000,488,593,5
1,1,35,3,3,1250000,588,622,5
1,1,30,1,5,1350000,609,373,4
1,1,35,11,12,1570000,471,625,5
1,1,30,5,5,1400000,634,199,2
1,1,38,1,9,1600000,434,302,1
1,1,37,7,9,2050000,681,160,2
1,1,36,2,5,2200000,552,443,6
0,1,32,5,5,1380000,659,242,2
1,1,39,6,10,2650000,549,560,5
1,1,32,4,5,1700000,533,506,5
0,1,30,1,9,1380000,451,325,1
0,1,44,3,9,2250000,679,148,2
1,1,30,1,5,1400000,601,534,6
0,1,40,1,5,2070000,664,202,2
0,1,30,5,5,1450000,601,104,1
1,1,32,5,5,1400000,667,233,2
0,1,30,5,5,1520000,626,74,1
1,1,37,12,14,2000000,556,545,5
1,1,41,6,8,1790000,563,460,6
1,1,37,2,9,1750000,440,331,1
1,1,43,10,10,2100000,626,460,6
1,1,39,8,10,2300000,441,355,1
1,1,33,5,9,1550000,658,237,2
1,1,43,1,3,2140000,501,360,5
1,1,30,5,9,1150000,696,219,2
1,1,33,1,5,2100000,571,414,3
0,1,31,1,5,1350000,647,224,2
0,1,38,10,12,2180000,586,351,4
0,1,44,5,12,2700000,501,514,5
1,1,21,5,9,1200000,703,210,2
1,1,39,2,5,2450000,544,461,6
1,1,44,5,6,2870000,587,355,4
1,1,39,1,12,1650000,491,544,5
0,1,30,4,5,1300000,641,192,2
1,1,47,5,10,2250000,438,355,1
1,1,9,1,3,1290000,370,381,1
0,1,31,4,5,1450000,596,516,6
1,1,39,2,8,1832000,649,171,2
1,1,39,17,17,1672000,550,524,5
1,1,37,2,6,2041200,514,454,5
1,1,41,1,12,2055000,656,173,2
1,1,38,5,12,1700000,655,171,2
1,1,32,2,5,1740000,572,410,3
1,1,42,4,10,2290000,559,458,3
1,1,44,8,10,2075520,556,540,5
1,1,30,2,5,1390000,525,213,1
1,1,40,11,19,1922750,552,535,5
1,1,39,17,17,1850000,548,524,5
1,1,52,4,17,2550000,491,534,5
1,1,45,2,12,2407500,540,476,5
1,1,42,1,2,2960000,550,407,3
1,1,36,4,17,1709525,665,199,2
1,1,40,2,3,2200000,540,398,3
1,1,22,8,9,1049500,652,191,2
1,1,34,3,4,1495000,698,85,2
1,1,39,2,14,2350000,655,176,2
0,1,34,3,5,1700000,452,462,1
1,1,37,2,3,1295000,590,627,5
1,1,42,3,3,1700000,617,41,1
1,1,31,2,9,1560000,569,544,5
1,1,31,4,5,1280000,640,194,2
1,1,39,2,5,2500000,497,528,5
1,1,40,1,10,2050000,466,630,5
1,1,38,5,8,1940000,605,357,4
0,1,30,3,9,1299000,479,302,1
1,1,40,3,6,2690000,587,355,4
0,1,15,1,5,780000,643,186,2
1,1,45,5,12,2550000,586,351,4
1,1,29,2,3,890000,607,618,2
1,1,45,1,3,1912500,682,59,6
1,1,30,2,3,1400000,608,355,4
1,1,45,3,4,2115000,644,211,2
1,1,43,2,9,2550000,562,546,5
1,1,40,2,11,1670532,673,161,2
0,1,43,1,4,1800000,685,339,3
